iucn_sid,dbf_file,sciname,main_common_name,cat,cat_score,published_year,iucn_version
15298,NA,Omphalotropis hieroglyphica,NA,EN,0.6,1996,2018-1
15419,NA,Orcaella brevirostris,Irrawaddy Dolphin,EN,0.6,2017,2018-1
15421,MARINE_MAMMALS.dbf,Orcinus orca,Killer Whale,DD,NA,2017,2018-1
15873,SEABREAMS_PORGIES.dbf,Pagrus pagrus,Red Porgy,LC,0,2014,2018-1
15939,NA,Pandaka pygmaea,Dwarf Pygmy Goby,CR,0.8,1996,2018-1
16011,NA,Favonigobius melanobranchus,Blackthroat Goby,NT,0.2,1996,2018-1
16012,NA,Favonigobius reichei,Indo-pacific Tropical Sand Goby,LC,0,2017,2018-1
16083,NA,Paradoxa confirmata,NA,DD,NA,1996,2018-1
16084,NA,Paradoxa thomensis,NA,DD,NA,1996,2018-1
16185,NA,Parapinnixa affinis,Californian Bay Pea Crab,EN,0.6,1996,2018-1
16238,NA,Paretroplus polyactis,NA,LC,0,2016,2018-1
16474,NA,Pegasus lancifer,Sculptured Dragonfish,LC,0,2016,2018-1
16475,NA,Pegasus laternarius,Brick Seamoth,DD,NA,2017,2018-1
16476,NA,Pegasus volitans,Longtail Seamoth,DD,NA,2016,2018-1
16477,NA,Pegasus volitans Philippines stock,NA,VU,0.4,1996,2018-1
16478,NA,Pegasus volitans South China Sea stock,NA,VU,0.4,1996,2018-1
16564,MARINE_MAMMALS.dbf,Peponocephala electra,Melon-headed Whale,LC,0,2008,2018-1
16781,NA,Petromyzon marinus,Sea Lamprey,LC,0,2013,2018-1
16869,NA,Phallodriloides macmasterae,NA,DD,NA,2014,2018-1
17013,MARINE_MAMMALS.dbf,Phoca vitulina,Harbor Seal,LC,0,2016,2018-1
17014,NA,Phoca vitulina ssp. stejnegeri,Kuril Seal,DD,NA,2016,2018-1
17020,NA,Phoca vitulina ssp. vitulina,Eastern Atlantic Harbour Seal,LC,0,2016,2018-1
17021,NA,Phoca vitulina ssp. concolor,Western Atlantic Harbor Seal,LC,0,2016,2018-1
17022,NA,Phoca vitulina ssp. richardii,North Pacific Harbor Seal,LC,0,2016,2018-1
17023,MARINE_MAMMALS.dbf,Phoca largha,Spotted Seal,LC,0,2016,2018-1
17026,MARINE_MAMMALS.dbf,Phocarctos hookeri,New Zealand Sea Lion,EN,0.6,2015,2018-1
17027,MARINE_MAMMALS.dbf,Phocoena phocoena,Harbour Porpoise,LC,0,2008,2018-1
17028,MARINE_MAMMALS.dbf,Phocoena sinus,Vaquita,CR,0.8,2017,2018-1
17029,MARINE_MAMMALS.dbf,Phocoena spinipinnis,Burmeister's Porpoise,DD,NA,2012,2018-1
17030,NA,Phocoena phocoena ssp. relicta,Black Sea Harbour Porpoise,EN,0.6,2008,2018-1
17031,MARINE_MAMMALS.dbf,Phocoena phocoena Baltic Sea subpopulation,Harbour Porpoise,CR,0.8,2008,2018-1
17032,MARINE_MAMMALS.dbf,Phocoenoides dalli,Dall's Porpoise,LC,0,2012,2018-1
17096,NA,Phycodurus eques,Leafy Seadragon,LC,0,2017,2018-1
17177,NA,Phyllopteryx taeniolatus,Weedy Seadragon,LC,0,2017,2018-1
17245,NA,Physiculus helenaensis,St Helena mora,DD,NA,2015,2018-1
17595,NA,Plecoglossus altivelis ssp. ryukyuensis,Ryukyu Ayu-fish,EN,0.6,1996,2018-1
17604,NA,Plectranthias chungchowensis,NA,VU,0.4,1996,2018-1
17710,NA,Pleuronectes ferrugineus,Yellowtail Flounder,VU,0.4,1996,2018-1
17974,NA,Ponapella pihapiha,NA,DD,NA,1996,2018-1
17977,NA,Pontinus nigropunctatus,Deepwater Jack,LC,0,2015,2018-1
17978,NA,Pontoporia blainvillei,Franciscana,VU,0.4,2017,2018-1
18145,NA,Priolepis robinsi,Goby,LC,0,2010,2018-1
18175,NA,Pristis pectinata,Smalltooth Sawfish,CR,0.8,2013,2018-1
18374,COMBTOOTHBLENNIES.dbf,Protemblemaria punctata,Warthead Blenny,LC,0,2015,2018-1
18376,NA,Proterorhinus marmoratus,Tubenose Goby,LC,0,2014,2018-1
18383,NA,Prototroctes maraena,Australian Grayling,NT,0.2,2009,2018-1
18428,NA,Psephurus gladius,Chinese Paddlefish,CR,0.8,2010,2018-1
18510,NA,Pseudochromis pesi,Pale Dottyback,VU,0.4,1996,2018-1
18596,MARINE_MAMMALS.dbf,Pseudorca crassidens,False Killer Whale,DD,NA,2008,2018-1
18878,NA,Pungitius pungitius,Ninespine Stickleback,LC,0,2013,2018-1
19037,NA,Quadrasiella clathrata,NA,DD,NA,1996,2018-1
19038,NA,Quadrasiella mucronata,NA,DD,NA,1996,2018-1
19301,NA,Ranella olearia,NA,NT,0.2,1996,2018-1
19302,NA,Ranella parthenopaeum,NA,NT,0.2,1996,2018-1
19387,NA,Redigobius dewaali,Checked Goby,LC,0,2016,2018-1
19388,NA,Redigobius bikolanus,Speckled Goby,LC,0,2012,2018-1
19488,CHONDRICHTHYES.dbf,Rhincodon typus,Whale Shark,EN,0.6,2016,2018-1
19735,NA,Kryptolebias marmoratus,Mangrove Rivulus,LC,0,2014,2018-1
19798,NA,Parasaccogaster melanomycter,Black-nosed Brotula,DD,NA,2015,2018-1
19855,NA,Salmo salar,Atlantic Salmon,LC,0,1996,2018-1
19875,NA,Salvelinus confluentus,Bull Trout,VU,0.4,1996,2018-1
19896,NA,Sanopus astrifer,Whitespotted Toadfish,VU,0.4,2015,2018-1
19897,NA,Sanopus greenfieldorum,Whitelined Toadfish,VU,0.4,2015,2018-1
19898,NA,Sanopus reticulatus,Reticulated Toadfish,EN,0.6,2015,2018-1
19899,NA,Sanopus splendidus,Splendid Toadfish,EN,0.6,2015,2018-1
19938,NA,Scaevatula amancicoi,NA,DD,NA,1996,2018-1
19939,NA,Scaevatula pellisserpentis,NA,DD,NA,1996,2018-1
19950,WRASSE.dbf,Scarus guacamaia,Rainbow Parrotfish,NT,0.2,2012,2018-1
20047,TUNAS_BILLFISHES.dbf,Scomberomorus concolor,Monterrey Spanish Mackerel,VU,0.4,2011,2018-1
20084,NA,Sebastes fasciatus,Redfish,EN,0.6,1996,2018-1
20085,NA,Sebastes paucispinus,Bocaccio Rockfish,CR,0.8,1996,2018-1
20200,NA,Sicyopus jonklaasi,Lipstick Goby,DD,NA,1996,2018-1
20268,NA,Siphonaria compressa,NA,CR,0.8,1996,2018-1
20314,NA,Solegnathus dunckeri,Duncker's Pipefish,DD,NA,2017,2018-1
20315,NA,Solegnathus hardwickii,Hardwicke's Pipehorse,DD,NA,2017,2018-1
20316,NA,Solegnathus lettiensis,Günther's Pipehorse,DD,NA,2017,2018-1
20317,NA,Solegnathus robustus,Robust Pipehorse,LC,0,2017,2018-1
20318,NA,Solegnathus spinosissimus,Australian Spiny Pipehorse,DD,NA,2017,2018-1
20425,NA,Sousa teuszii,Atlantic Humpback Dolphin,CR,0.8,2017,2018-1
20724,DAMSELFISH.dbf,Stegastes sanctaehelenae,NA,LC,0,2015,2018-1
20729,MARINE_MAMMALS.dbf,Stenella attenuata,Pantropical Spotted Dolphin,LC,0,2012,2018-1
20730,MARINE_MAMMALS.dbf,Stenella clymene,Clymene Dolphin,DD,NA,2012,2018-1
20731,MARINE_MAMMALS.dbf,Stenella coeruleoalba,Striped Dolphin,LC,0,2008,2018-1
20732,MARINE_MAMMALS.dbf,Stenella frontalis,Atlantic Spotted Dolphin,DD,NA,2012,2018-1
20733,MARINE_MAMMALS.dbf,Stenella longirostris,Spinner Dolphin,DD,NA,2012,2018-1
20738,MARINE_MAMMALS.dbf,Steno bredanensis,Rough-toothed Dolphin,LC,0,2012,2018-1
20795,NA,Stereolepis gigas,Giant Sea Bass,CR,0.8,2004,2018-1
20861,NA,Sander marinus,Estuarine Perch,DD,NA,1996,2018-1
21257,NA,Syngnathus abaster,Black-striped Pipefish,LC,0,2016,2018-1
21308,NA,Tachypleus gigas,Horseshoe Crab,DD,NA,1996,2018-1
21309,NA,Tachypleus tridentatus,Tri-spine Horseshoe Crab,DD,NA,1996,2018-1
21326,NA,Taenioides jacksoni,Bearded Eelgoby,NT,0.2,1996,2018-1
21341,PUFFERFISH.dbf,Takifugu niphobles,Grass Puffer,LC,0,2014,2018-1
21342,PUFFERFISH.dbf,Takifugu poecilonotus,Finepatterned Puffer,LC,0,2014,2018-1
21343,PUFFERFISH.dbf,Takifugu xanthopterus,Yellowfin Puffer,LC,0,2014,2018-1
21500,MARINE_MAMMALS.dbf,Tasmacetus shepherdi,Shepherd's Beaked Whale,DD,NA,2008,2018-1
21560,NA,Teinostoma fernandesi,NA,DD,NA,1996,2018-1
21561,NA,Teinostoma funiculatum,NA,DD,NA,1996,2018-1
21628,NA,Teramulus kieneri,Vily,LC,0,2016,2018-1
21681,NA,Thaanumella angulosa,NA,DD,NA,1996,2018-1
21682,NA,Thaanumella cookei,NA,DD,NA,1996,2018-1
21689,WRASSE.dbf,Thalassoma ascensionis,Greenfish,DD,NA,2010,2018-1
21855,NA,Thryssa scratchleyi,Freshwater Anchovy,DD,NA,1996,2018-1
21856,TUNAS_BILLFISHES.dbf,Thunnus alalunga,Albacore Tuna,NT,0.2,2011,2018-1
21857,TUNAS_BILLFISHES.dbf,Thunnus albacares,Yellowfin Tuna,NT,0.2,2011,2018-1
21858,TUNAS_BILLFISHES.dbf,Thunnus maccoyii,Southern Bluefin Tuna,CR,0.8,2011,2018-1
21859,TUNAS_BILLFISHES.dbf,Thunnus obesus,Bigeye Tuna,VU,0.4,2011,2018-1
21860,TUNAS_BILLFISHES.dbf,Thunnus thynnus,Atlantic Bluefin Tuna,EN,0.6,2011,2018-1
21994,PUFFERFISH.dbf,Torquigener brevipinnis,Yellow-stripe Toadfish,LC,0,2014,2018-1
22003,NA,Totoaba macdonaldi,Totoaba,CR,0.8,2010,2018-1
22103,MARINE_MAMMALS.dbf,Trichechus manatus,American Manatee,VU,0.4,2008,2018-1
22104,MARINE_MAMMALS.dbf,Trichechus senegalensis,African Manatee,VU,0.4,2015,2018-1
22105,NA,Trichechus manatus ssp. manatus,Caribbean Manatee,EN,0.6,2008,2018-1
22106,NA,Trichechus manatus ssp. latirostris,Florida Manatee,EN,0.6,2008,2018-1
22135,NA,Tridacna crocea,Saffron-coloured Clam,LC,0,1996,2018-1
22136,NA,Tridacna derasa,Southern Giant Clam,VU,0.4,1996,2018-1
22137,NA,Tridacna gigas,Giant Clam,VU,0.4,1996,2018-1
22138,NA,Tridacna maxima,Small Giant Clam,VU,0.4,1996,2018-1
22139,NA,Tridacna rosewateri,Bénitier De Rosewater,VU,0.4,1996,2018-1
22140,NA,Tridacna squamosa,Fluted Giant Clam,VU,0.4,1996,2018-1
22141,NA,Tridacna mbalavuana,Tevoro Clam,VU,0.4,1996,2018-1
22563,MARINE_MAMMALS.dbf,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,2012,2018-1
22594,NA,Typhlatya iliffei,NA,CR,0.8,1996,2018-1
22823,TERRESTRIAL_MAMMALS.dbf,Ursus maritimus,Polar Bear,VU,0.4,2015,2018-1
23045,NA,Volvarina insulana,NA,DD,NA,1996,2018-1
23090,NA,Wrayanna soluta,NA,DD,NA,1996,2018-1
23148,TUNAS_BILLFISHES.dbf,Xiphias gladius,Swordfish,LC,0,2011,2018-1
23149,NA,Xiphias gladius North Atlantic stock,Swordfish,EN,0.6,1996,2018-1
23163,NA,Xyrichtys virens,NA,VU,0.4,1996,2018-1
23211,MARINE_MAMMALS.dbf,Ziphius cavirostris,Cuvier's Beaked Whale,LC,0,2008,2018-1
23259,NA,Zosterisessor ophiocephalus,Grass Goby,LC,0,2014,2018-1
29609,NA,Sebastolobus alascanus,Shortspine Thornyhead,EN,0.6,2000,2018-1
31382,MANGROVES.dbf,Rhizophora apiculata,NA,LC,0,2010,2018-1
33705,MANGROVES.dbf,Dolichandrone spathacea,NA,LC,0,2010,2018-1
34364,MANGROVES.dbf,Aglaia cucullata,Pacific Maple,DD,NA,2010,2018-1
39302,NA,Anthias regalis,NA,VU,0.4,1996,2018-1
39303,GROUPERS.dbf,Dermatolepis inermis,Marbled Grouper,NT,0.2,2008,2018-1
39304,NA,Serranus dewegeri,Meo Viejo,NT,0.2,1996,2018-1
39324,CHONDRICHTHYES.dbf,Notorynchus cepedianus,Broadnose Sevengill Shark,DD,NA,2009,2018-1
39327,CHONDRICHTHYES.dbf,Pristiophorus cirratus,Common Sawshark,LC,0,2016,2018-1
39328,CHONDRICHTHYES.dbf,Squatina californica,Pacific Angel Shark,NT,0.2,2016,2018-1
39329,CHONDRICHTHYES.dbf,Squatina argentina,Argentine Angel Shark,EN,0.6,2006,2018-1
39330,CHONDRICHTHYES.dbf,Squatina guggenheim,Hidden Angelshark,EN,0.6,2007,2018-1
39331,NA,Squatina occulta,Smoothback Angel Shark,EN,0.6,2007,2018-1
39332,CHONDRICHTHYES.dbf,Squatina squatina,Angelshark,CR,0.8,2015,2018-1
39333,CHONDRICHTHYES.dbf,Heterodontus francisci,Horn Shark,DD,NA,2015,2018-1
39334,CHONDRICHTHYES.dbf,Heterodontus portusjacksoni,Port Jackson Shark,LC,0,2015,2018-1
39335,CHONDRICHTHYES.dbf,Brachaelurus colcloughi,Colclough's Shark,VU,0.4,2015,2018-1
39336,CHONDRICHTHYES.dbf,Odontaspis noronhai,Bigeye Sand Tiger,DD,NA,2009,2018-1
39337,CHONDRICHTHYES.dbf,Pseudocarcharias kamoharai,Crocodile Shark,NT,0.2,2009,2018-1
39338,CHONDRICHTHYES.dbf,Megachasma pelagios,Megamouth Shark,LC,0,2015,2018-1
39339,CHONDRICHTHYES.dbf,Alopias vulpinus,Common Thresher Shark,VU,0.4,2009,2018-1
39340,NA,Cetorhinus maximus Northeast Atlantic subpopulation,Basking Shark,EN,0.6,2009,2018-1
39341,CHONDRICHTHYES.dbf,Isurus oxyrinchus,Shortfin Mako,VU,0.4,2009,2018-1
39342,CHONDRICHTHYES.dbf,Lamna ditropis,Salmon Shark,LC,0,2009,2018-1
39343,NA,Lamna nasus Northeast Atlantic subpopulation,Porbeagle,CR,0.8,2006,2018-1
39344,NA,Lamna nasus Northwest Atlantic subpopulation,Porbeagle,EN,0.6,2006,2018-1
39345,CHONDRICHTHYES.dbf,Haploblepharus edwardsii,Happy Eddie,NT,0.2,2009,2018-1
39346,CHONDRICHTHYES.dbf,Haploblepharus fuscus,Brown Shyshark,VU,0.4,2009,2018-1
39347,CHONDRICHTHYES.dbf,Schroederichthys bivius,Narrowmouth Catshark,DD,NA,2009,2018-1
39348,CHONDRICHTHYES.dbf,Poroderma africanum,Pyjama Shark,NT,0.2,2009,2018-1
39349,CHONDRICHTHYES.dbf,Scyliorhinus capensis,Yellowspotted Catshark,NT,0.2,2004,2018-1
39350,CHONDRICHTHYES.dbf,Leptocharias smithii,Barbeled Houndshark,NT,0.2,2009,2018-1
39351,CHONDRICHTHYES.dbf,Furgaleus macki,Whiskery Shark,LC,0,2016,2018-1
39352,CHONDRICHTHYES.dbf,Galeorhinus galeus,Tope,VU,0.4,2006,2018-1
39353,CHONDRICHTHYES.dbf,Hemitriakis leucoperiptera,Whitefin Topeshark,EN,0.6,2006,2018-1
39354,CHONDRICHTHYES.dbf,Hypogaleus hyugaensis,Pencil Shark,LC,0,2016,2018-1
39355,CHONDRICHTHYES.dbf,Mustelus antarcticus,Gummy Shark,LC,0,2016,2018-1
39356,CHONDRICHTHYES.dbf,Mustelus lenticulatus,Rig,LC,0,2003,2018-1
39357,CHONDRICHTHYES.dbf,Mustelus asterias,Starry Smoothhound,LC,0,2009,2018-1
39358,CHONDRICHTHYES.dbf,Mustelus mustelus,Common Smoothhound,VU,0.4,2009,2018-1
39359,CHONDRICHTHYES.dbf,Mustelus canis,Dusky Smoothhound,NT,0.2,2009,2018-1
39360,CHONDRICHTHYES.dbf,Scylliogaleus quecketti,Flapnose Houndshark,VU,0.4,2009,2018-1
39361,CHONDRICHTHYES.dbf,Triakis acutipinna,Sharpfin Houndshark,EN,0.6,2009,2018-1
39362,CHONDRICHTHYES.dbf,Triakis megalopterus,Spotted Gully Shark,NT,0.2,2009,2018-1
39363,CHONDRICHTHYES.dbf,Triakis semifasciata,Leopard Shark,LC,0,2015,2018-1
39365,CHONDRICHTHYES.dbf,Carcharhinus amblyrhynchos,Grey Reef Shark,NT,0.2,2009,2018-1
39366,CHONDRICHTHYES.dbf,Carcharhinus amboinensis,Pigeye Shark,DD,NA,2009,2018-1
39367,CHONDRICHTHYES.dbf,Carcharhinus borneensis,Borneo Shark,EN,0.6,2009,2018-1
39368,CHONDRICHTHYES.dbf,Carcharhinus brevipinna,Spinner Shark,NT,0.2,2009,2018-1
39369,CHONDRICHTHYES.dbf,Carcharhinus hemiodon,Pondicherry Shark,CR,0.8,2003,2018-1
39370,CHONDRICHTHYES.dbf,Carcharhinus falciformis,Silky Shark,VU,0.4,2017,2018-1
39371,CHONDRICHTHYES.dbf,Carcharhinus leiodon,Smoothtooth Blacktip Shark,EN,0.6,2017,2018-1
39372,CHONDRICHTHYES.dbf,Carcharhinus leucas,Bull Shark,NT,0.2,2009,2018-1
39373,NA,Carcharhinus limbatus Northwest Atlantic subpopulation,Blacktip Shark,VU,0.4,2000,2018-1
39374,CHONDRICHTHYES.dbf,Carcharhinus longimanus,Oceanic Whitetip Shark,VU,0.4,2015,2018-1
39375,CHONDRICHTHYES.dbf,Carcharhinus melanopterus,Blacktip Reef Shark,NT,0.2,2009,2018-1
39376,NA,Carcharhinus obscurus Northwest and Western Central Atlantic subpopulation,Dusky Shark,VU,0.4,2000,2018-1
39378,CHONDRICHTHYES.dbf,Galeocerdo cuvier,Tiger Shark,NT,0.2,2009,2018-1
39379,CHONDRICHTHYES.dbf,Glyphis glyphis,Speartooth Shark,EN,0.6,2009,2018-1
39380,CHONDRICHTHYES.dbf,Negaprion brevirostris,Lemon Shark,NT,0.2,2015,2018-1
39381,CHONDRICHTHYES.dbf,Prionace glauca,Blue Shark,NT,0.2,2009,2018-1
39382,CHONDRICHTHYES.dbf,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,LC,0,2009,2018-1
39383,CHONDRICHTHYES.dbf,Scoliodon laticaudus,Spadenose Shark,NT,0.2,2009,2018-1
39384,CHONDRICHTHYES.dbf,Triaenodon obesus,Whitetip Reef Shark,NT,0.2,2009,2018-1
39385,CHONDRICHTHYES.dbf,Sphyrna lewini,Scalloped Hammerhead,EN,0.6,2009,2018-1
39386,CHONDRICHTHYES.dbf,Sphyrna mokarran,Great Hammerhead,EN,0.6,2007,2018-1
39387,CHONDRICHTHYES.dbf,Sphyrna tiburo,Bonnethead Shark,LC,0,2016,2018-1
39388,CHONDRICHTHYES.dbf,Sphyrna zygaena,Smooth Hammerhead,VU,0.4,2009,2018-1
39389,CHONDRICHTHYES.dbf,Anoxypristis cuspidata,Narrow Sawfish,EN,0.6,2013,2018-1
39390,CHONDRICHTHYES.dbf,Pristis clavata,Dwarf Sawfish,EN,0.6,2013,2018-1
39393,CHONDRICHTHYES.dbf,Pristis zijsron,Green Sawfish,CR,0.8,2013,2018-1
39394,CHONDRICHTHYES.dbf,Rhynchobatus djiddensis,Whitespotted Wedgefish,VU,0.4,2006,2018-1
39396,CHONDRICHTHYES.dbf,Tetronarce californica,Pacific Torpedo,LC,0,2015,2018-1
39397,CHONDRICHTHYES.dbf,Dipturus batis,Common Skate,CR,0.8,2006,2018-1
39399,CHONDRICHTHYES.dbf,Raja clavata,Thornback Skate,NT,0.2,2016,2018-1
39400,CHONDRICHTHYES.dbf,Raja microocellata,Smalleyed Skate,NT,0.2,2009,2018-1
39412,CHONDRICHTHYES.dbf,Taeniura lymma,Bluespotted Fantail Ray,NT,0.2,2009,2018-1
39413,CHONDRICHTHYES.dbf,Urogymnus asperrimus,Porcupine Ray,VU,0.4,2016,2018-1
39415,CHONDRICHTHYES.dbf,Aetobatus narinari,Spotted Eagle Ray,NT,0.2,2006,2018-1
39416,CHONDRICHTHYES.dbf,Myliobatis californicus,Bat Ray,LC,0,2015,2018-1
39418,CHONDRICHTHYES.dbf,Mobula mobular,Giant Devil Ray,EN,0.6,2015,2018-1
39427,NA,Cephalorhynchus hectori ssp. maui,North Island Hector's Dolphin,CR,0.8,2013,2018-1
39465,NA,Squatina guggenheim Brazilian subpopulation,Angular Angel Shark,EN,0.6,2000,2018-1
39541,NA,Notorynchus cepedianus East Pacific subpopulation,Broadnose Sevengill,NT,0.2,2000,2018-1
39543,NA,Carcharhinus amboinensis Southwest Indian Ocean subpopulation,Pigeye Shark,NT,0.2,2009,2018-1
39544,NA,Carcharhinus brevipinna Northwest Atlantic subpopulation,Spinner Shark,VU,0.4,2000,2018-1
39545,NA,Cetorhinus maximus North Pacific subpopulation,Basking Shark,EN,0.6,2009,2018-1
39771,CHONDRICHTHYES.dbf,Dipturus laevis,Barndoor Skate,EN,0.6,2003,2018-1
39773,GROUPERS.dbf,Cephalopholis boenak,Brown-banded Seabass,LC,0,2008,2018-1
39774,GROUPERS.dbf,Cromileptes altivelis,Humpback Grouper,VU,0.4,2008,2018-1
40635,MARINE_MAMMALS.dbf,Indopacetus pacificus,Indo-pacific Beaked Whale,DD,NA,2008,2018-1
40710,NA,Percarina demidoffii,NA,NT,0.2,1996,2018-1
40711,DAMSELFISH.dbf,Stegastes sanctipauli,Saint Paul's Gregory,LC,0,2015,2018-1
40715,NA,Syngnathoides biaculeatus,Alligator Pipefish,LC,0,2017,2018-1
40773,NA,Hippocampus subelongatus,West Australian Seahorse,DD,NA,2017,2018-1
40784,NA,Neovison macrodon,Sea Mink,EX,1,2016,2018-1
40797,CHONDRICHTHYES.dbf,Carcharhinus amblyrhynchoides,Graceful Shark,NT,0.2,2009,2018-1
40802,NA,Hippocampus barbouri,Barbour's Seahorse,VU,0.4,2017,2018-1
41005,NA,Hippocampus mohnikei,Japanese Seahorse,VU,0.4,2017,2018-1
41006,NA,Hippocampus guttulatus,Long-snouted Seahorse,DD,NA,2017,2018-1
41007,NA,Hippocampus algiricus,West African Seahorse,VU,0.4,2017,2018-1
41008,NA,Hippocampus comes,Tiger Tail Seahorse,VU,0.4,2015,2018-1
41009,NA,Hippocampus fisheri,Hawaiian Seahorse,LC,0,2017,2018-1
41010,NA,Hippocampus kelloggi,Great Seahorse,VU,0.4,2017,2018-1
41030,NA,Syngnathus watermeyeri,Estuarine Pipefish,CR,0.8,2017,2018-1
41064,CHONDRICHTHYES.dbf,Pseudobatos horkelii,Brazilian Guitarfish,CR,0.8,2016,2018-1
41664,MARINE_MAMMALS.dbf,Arctocephalus forsteri,New Zealand Fur Seal,LC,0,2015,2018-1
41665,MARINE_MAMMALS.dbf,Otaria byronia,South American Sea Lion,LC,0,2016,2018-1
41666,MARINE_MAMMALS.dbf,Zalophus californianus,Californian Sea Lion,LC,0,2015,2018-1
41667,NA,Zalophus japonicus,Japanese Sea Lion,EX,1,2017,2018-1
41668,MARINE_MAMMALS.dbf,Zalophus wollebaeki,Galápagos Sea Lion,EN,0.6,2015,2018-1
41670,MARINE_MAMMALS.dbf,Histriophoca fasciata,Ribbon Seal,LC,0,2016,2018-1
41671,MARINE_MAMMALS.dbf,Pagophilus groenlandicus,Harp Seal,LC,0,2015,2018-1
41672,MARINE_MAMMALS.dbf,Pusa hispida,Ringed Seal,LC,0,2016,2018-1
41673,NA,Pusa hispida ssp. botnica,Baltic Ringed Seal,LC,0,2015,2018-1
41677,NA,Pusa hispida ssp. ochotensis,Okhotsk Sea Ringed Seal,LC,0,2016,2018-1
41711,MARINE_MAMMALS.dbf,Eubalaena japonica,North Pacific Right Whale,EN,0.6,2018,2018-1
41712,MARINE_MAMMALS.dbf,Eubalaena glacialis,North Atlantic Right Whale,EN,0.6,2018,2018-1
41713,NA,Balaenoptera musculus ssp. intermedia,Antarctic Blue Whale,CR,0.8,2008,2018-1
41714,MARINE_MAMMALS.dbf,Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,DD,NA,2012,2018-1
41715,MARINE_MAMMALS.dbf,Phocoena dioptrica,Spectacled Porpoise,DD,NA,2008,2018-1
41716,NA,Hippocampus denise,Denise's Pygmy Seahorse,DD,NA,2017,2018-1
41718,CHONDRICHTHYES.dbf,Apristurus albisoma,White-bodied Catshark,LC,0,2015,2018-1
41719,CHONDRICHTHYES.dbf,Apristurus exsanguis,New Zealand Catshark,LC,0,2003,2018-1
41720,CHONDRICHTHYES.dbf,Asymbolus analis,Grey Spotted Catshark,LC,0,2015,2018-1
41721,CHONDRICHTHYES.dbf,Asymbolus funebris,Blotched Catshark,DD,NA,2016,2018-1
41722,CHONDRICHTHYES.dbf,Asymbolus occiduus,Western Spotted Catshark,LC,0,2016,2018-1
41723,CHONDRICHTHYES.dbf,Asymbolus pallidus,Pale Spotted Catshark,LC,0,2016,2018-1
41724,CHONDRICHTHYES.dbf,Asymbolus parvus,Dwarf Catshark,LC,0,2016,2018-1
41725,CHONDRICHTHYES.dbf,Asymbolus rubiginosus,Orange Spotted Catshark,LC,0,2015,2018-1
41726,CHONDRICHTHYES.dbf,Asymbolus submaculatus,Variegated Catshark,LC,0,2016,2018-1
41727,CHONDRICHTHYES.dbf,Asymbolus vincenti,Gulf Catshark,LC,0,2016,2018-1
41728,CHONDRICHTHYES.dbf,Atelomycterus fasciatus,Banded Catshark,LC,0,2015,2018-1
41729,CHONDRICHTHYES.dbf,Atelomycterus macleayi,Australian Marbled Catshark,LC,0,2015,2018-1
41730,CHONDRICHTHYES.dbf,Atelomycterus marmoratus,Coral Catshark,NT,0.2,2003,2018-1
41731,CHONDRICHTHYES.dbf,Aulohalaelurus labiosus,Black Spotted Catshark,LC,0,2015,2018-1
41732,CHONDRICHTHYES.dbf,Brachaelurus waddi,Blind Shark,LC,0,2015,2018-1
41733,CHONDRICHTHYES.dbf,Carcharhinus cautus,Nervous Shark,DD,NA,2003,2018-1
41734,CHONDRICHTHYES.dbf,Carcharhinus dussumieri,Widemouth Blackspot Shark,NT,0.2,2003,2018-1
41735,CHONDRICHTHYES.dbf,Carcharhinus fitzroyensis,Creek Whaler,LC,0,2003,2018-1
41736,CHONDRICHTHYES.dbf,Carcharhinus galapagensis,Galapagos Shark,NT,0.2,2003,2018-1
41737,CHONDRICHTHYES.dbf,Carcharhinus macloti,Hardnose Shark,NT,0.2,2003,2018-1
41738,CHONDRICHTHYES.dbf,Carcharhinus sealei,Blackspot Shark,NT,0.2,2003,2018-1
41739,CHONDRICHTHYES.dbf,Carcharhinus tilstoni,Australian Blacktip Shark,LC,0,2003,2018-1
41740,CHONDRICHTHYES.dbf,Centrophorus harrissoni,Harrisson's Dogfish,EN,0.6,2013,2018-1
41741,CHONDRICHTHYES.dbf,Carcharhinus brachyurus,Copper Shark,NT,0.2,2003,2018-1
41742,NA,Carcharhinus brachyurus East Asia subpopulation,Bronze Whaler,VU,0.4,2003,2018-1
41743,CHONDRICHTHYES.dbf,Callorhinchus milii,Elephant Fish,LC,0,2015,2018-1
41745,NA,Centrophorus uyato,Little Gulper Shark,DD,NA,2003,2018-1
41746,CHONDRICHTHYES.dbf,Centroscyllium kamoharai,Bareskin Dogfish,DD,NA,2003,2018-1
41747,CHONDRICHTHYES.dbf,Centroscymnus coelolepis,Portuguese Dogfish,NT,0.2,2003,2018-1
41749,CHONDRICHTHYES.dbf,Centroscymnus owstonii,Roughskin Dogfish,LC,0,2003,2018-1
41752,CHONDRICHTHYES.dbf,Cephaloscyllium isabellum,Carpet Shark,LC,0,2003,2018-1
41753,CHONDRICHTHYES.dbf,Cephaloscyllium laticeps,Australian Swellshark,LC,0,2016,2018-1
41754,MARINE_MAMMALS.dbf,Neophocaena asiaeorientalis,Narrow-ridged Finless Porpoise,EN,0.6,2017,2018-1
