iucn_sid,habs,max_depth
193656,"9.8.2, 9.8.4, 9.8.6, 9.9",< 200 m
193659,"9.2, 9.3, 9.4",< 200 m
193660,9.4,< 200 m
193661,"12.7, 9.4, 9.5, 9.6, 9.9",< 200 m
193662,"9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193663,"15.11, 9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193664,"12.4, 12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193666,"9.10, 9.4, 9.5, 9.6",< 200 m
193667,"9.2, 9.4",< 200 m
193668,9.2,< 200 m
193669,"9.2, 9.4, 9.5, 9.8.4, 9.9",< 200 m
193670,"9.10, 9.4",< 200 m
193671,"9.8.2, 9.8.3, 9.8.4, 9.9",< 200 m
193672,9.4,< 200 m
193675,"9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193676,"9.4, 9.5, 9.6",< 200 m
193677,"9.4, 9.5, 9.6",< 200 m
193678,"9.4, 9.5, 9.6",< 200 m
193679,9.4,< 200 m
193680,"9.10, 9.5, 9.6",< 200 m
193685,9.4,< 200 m
193686,"12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193689,"9.4, 9.5",< 200 m
193691,"15.11, 9.2, 9.7",< 200 m
193693,"9.10, 9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193695,"12.6, 9.8.2, 9.8.4, 9.8.6",< 200 m
193696,"9.2, 9.4",< 200 m
193697,"9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193698,"12.6, 9.10, 9.4, 9.5, 9.6",< 200 m
193699,"12.6, 12.7, 9.10, 9.2, 9.4, 9.5, 9.6, 9.8.1, 9.8.3, 9.8.4, 9.8.6, 9.9",< 200 m
193700,"9.2, 9.4",< 200 m
193701,"9.10, 9.3, 9.4",< 200 m
193702,18,unknown
193703,"9.2, 9.5, 9.6, 9.9",< 200 m
193704,"9.4, 9.5, 9.6",< 200 m
193705,"11.1.1, 9.2, 9.8.2, 9.8.3, 9.9",200 m +
193706,"9.4, 9.8.3, 9.8.6",< 200 m
193709,"11.1.1, 11.5, 9.2",200 m +
193711,"9.8.2, 9.8.3, 9.8.6",< 200 m
193712,"12.7, 9.10, 9.2, 9.4, 9.5, 9.6, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193716,"12.7, 9.10, 9.2, 9.4, 9.5, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193717,"11.1.2, 9.4, 9.5, 9.6",200 m +
193718,"12.7, 9.4, 9.5, 9.6",< 200 m
193721,18,unknown
193722,"12.6, 15.11, 9.10, 9.2, 9.8.2, 9.8.3, 9.8.5, 9.8.6",< 200 m
193723,"9.2, 9.4, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193725,9.2,< 200 m
193730,"9.4, 9.9",< 200 m
193733,"15.11, 9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193734,"9.2, 9.5, 9.6",< 200 m
193735,9.4,< 200 m
193736,"9.2, 9.4, 9.5",< 200 m
193737,18,unknown
193741,"9.4, 9.5",< 200 m
193742,"12.4, 12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193743,18,unknown
193746,18,unknown
193747,"12.6, 9.10, 9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193749,"9.2, 9.4, 9.8.3, 9.8.4, 9.8.6",< 200 m
193750,9.10,< 200 m
193751,9.2,< 200 m
193752,"9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193753,9.2,< 200 m
193758,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
193759,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
193760,"9.10, 9.4",< 200 m
193762,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
193766,"15.11, 9.2, 9.4, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193767,"9.4, 9.5",< 200 m
193768,"9.2, 9.3, 9.4",< 200 m
193769,"11.1.2, 9.4, 9.5, 9.6",200 m +
193771,"9.2, 9.4, 9.5",< 200 m
193772,"9.10, 9.2, 9.4",< 200 m
193775,"9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193779,"9.2, 9.4",< 200 m
193780,9.2,< 200 m
193781,"9.4, 9.5, 9.6",< 200 m
193782,9.4,< 200 m
193784,"12.7, 15.11, 9.10, 9.4, 9.5, 9.9",< 200 m
193785,"12.7, 9.10, 9.4",< 200 m
193786,"12.2, 12.6, 9.10, 9.4, 9.5, 9.6",< 200 m
193787,18,unknown
193788,9.4,< 200 m
193789,"12.7, 9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
193792,"9.10, 9.2, 9.4, 9.5, 9.6, 9.7, 9.9",< 200 m
193793,"12.7, 15.11, 9.10, 9.2, 9.4, 9.5, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193796,"9.2, 9.4, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193799,"15.11, 9.4, 9.5, 9.6, 9.8.4, 9.8.5, 9.8.6",< 200 m
193802,"12.6, 9.2, 9.4",< 200 m
193803,"15.11, 9.2",< 200 m
193804,"9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193805,"12.7, 9.10, 9.4, 9.5, 9.6, 9.8.2, 9.8.3, 9.8.5, 9.8.6, 9.9",< 200 m
193809,"9.10, 9.5, 9.6",< 200 m
193810,"12.7, 9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
193813,"12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193815,"9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193816,"9.3, 9.9",< 200 m
193817,"9.2, 9.4, 9.9",< 200 m
193820,"9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
193822,"11.1.1, 11.1.2, 9.2, 9.3, 9.4, 9.5",200 m +
193825,"9.2, 9.4, 9.6, 9.9",< 200 m
193826,"9.2, 9.4, 9.6, 9.9",< 200 m
194085,"NA",unknown
194087,"NA",unknown
194289,"9.2, 9.8.4",< 200 m
194298,9.4,< 200 m
194299,"12.7, 9.2, 9.3, 9.4, 9.5, 9.9",< 200 m
194300,"10.1, 10.2, 9.1, 9.10",200 m +
194301,"9.10, 9.4",< 200 m
194302,9.4,< 200 m
194303,"12.1, 12.2, 12.4, 12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
194305,9.6,< 200 m
194306,9.6,< 200 m
194307,"10.1, 12.5, 12.7, 9.1, 9.10, 9.4, 9.5, 9.6",200 m +
194308,"10.1, 9.10",200 m +
194309,"10.1, 12.2, 12.4, 12.5, 12.7, 15.11, 9.1, 9.10, 9.4, 9.5, 9.6, 9.9",200 m +
194331,"9.2, 9.3",< 200 m
194332,"9.2, 9.8.6",< 200 m
194334,"12.7, 9.10, 9.2",< 200 m
194335,"9.4, 9.5",< 200 m
194336,"11.1.1, 9.2, 9.3",200 m +
194337,"9.10, 9.9",< 200 m
194339,9.2,< 200 m
194341,"NA",unknown
194342,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
194343,"12.7, 9.2, 9.3, 9.4",< 200 m
194344,9.2,< 200 m
194345,"9.10, 9.2",< 200 m
194347,9.2,< 200 m
194349,"9.2, 9.8.6",< 200 m
194350,"9.2, 9.3",< 200 m
194351,"9.2, 9.3",< 200 m
194353,"11.1.1, 9.2",200 m +
194354,"9.2, 9.6",< 200 m
194356,9.6,< 200 m
194359,"9.3, 9.7",< 200 m
194360,"9.2, 9.3",< 200 m
194361,"9.2, 9.3",< 200 m
194363,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
194364,"9.2, 9.3",< 200 m
194365,"9.2, 9.4, 9.5",< 200 m
194366,"9.2, 9.3",< 200 m
194367,"NA",unknown
194368,"9.2, 9.3",< 200 m
194370,"12.7, 9.10, 9.8.4",< 200 m
194371,"11.1.1, 9.2",200 m +
194373,"9.2, 9.3",< 200 m
194374,"9.2, 9.3",< 200 m
194376,"9.7, 9.8.1",< 200 m
194377,"12.7, 9.2, 9.8.4",< 200 m
194379,"9.8.1, 9.8.4",< 200 m
194380,"11.1.1, 11.1.2",deep oceanic
194382,"9.2, 9.3",< 200 m
194383,"11.1.1, 9.2, 9.3",200 m +
194385,"9.4, 9.8.5, 9.8.6, 9.9",< 200 m
194386,"NA",unknown
194387,"11.1.1, 9.2, 9.3",200 m +
194388,"9.10, 9.2",< 200 m
194389,"9.2, 9.3",< 200 m
194391,9.2,< 200 m
194393,"9.8.1, 9.8.2, 9.8.3, 9.8.6",< 200 m
194394,"12.7, 9.10, 9.2",< 200 m
194398,9.2,< 200 m
194399,9.2,< 200 m
194400,"11.1.1, 9.2, 9.3",200 m +
194401,"9.2, 9.3",< 200 m
194402,"9.4, 9.8.5",< 200 m
194405,"9.2, 9.3",< 200 m
194406,9.2,< 200 m
194407,"12.7, 9.10, 9.2, 9.3, 9.4, 9.5",< 200 m
194408,"12.1, 12.3, 12.6, 12.7, 15.11, 9.2",< 200 m
194409,"12.1, 12.3, 12.6, 12.7, 15.11, 9.2, 9.3",< 200 m
194413,"9.4, 9.5, 9.6",< 200 m
194414,"9.10, 9.4, 9.5, 9.6",< 200 m
194415,9.2,< 200 m
194416,"12.1, 12.6, 12.7, 9.2, 9.3, 9.9",< 200 m
194417,"12.1, 12.6, 12.7, 9.2, 9.3, 9.9",< 200 m
194418,"9.2, 9.9",< 200 m
194419,9.2,< 200 m
194420,"9.2, 9.9",< 200 m
194421,"12.1, 12.7, 9.10, 9.2, 9.3, 9.9",< 200 m
194422,"12.7, 9.10, 9.2, 9.3, 9.8.3, 9.9",< 200 m
194425,"9.2, 9.3, 9.4",< 200 m
194427,"9.2, 9.3, 9.4",< 200 m
194428,"9.2, 9.3, 9.4",< 200 m
194432,"9.10, 9.2",< 200 m
194433,"9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
194436,"9.10, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
194437,"9.10, 9.5",< 200 m
194440,"9.10, 9.5",< 200 m
194441,"9.1, 9.10, 9.4",< 200 m
194812,"9.2, 9.3",< 200 m
194814,"9.4, 9.5, 9.6",< 200 m
194815,"11.1.2, 9.4, 9.5, 9.6",200 m +
194816,11.1.2,deep oceanic
194818,10.2,200 m +
194819,"NA",unknown
194821,"NA",unknown
194838,"10.2, 10.3, 11.1.2",200 m +
194840,"10.2, 11.1.2, 9.6",200 m +
194843,9.9,< 200 m
194844,"10.1, 10.2",200 m +
194845,"11.1.1, 9.2",200 m +
194846,"9.4, 9.5, 9.6",< 200 m
194847,"9.3, 9.4, 9.5",< 200 m
194848,"9.4, 9.5, 9.6",< 200 m
194850,10.2,200 m +
194851,"12.1, 15.13, 9.2",< 200 m
194853,"12.1, 15.13, 9.2",< 200 m
194854,9.2,< 200 m
194855,"9.2, 9.3",< 200 m
194856,"9.3, 9.4, 9.9",< 200 m
194857,9.4,< 200 m
194859,"10.1, 10.2",200 m +
194860,10.1,200 m +
194862,"9.3, 9.4",< 200 m
194863,"12.6, 9.2, 9.3",< 200 m
194865,"9.2, 9.3",< 200 m
194867,9.5,< 200 m
194868,"9.2, 9.3, 9.9",< 200 m
194869,9.9,< 200 m
194872,9.9,< 200 m
194873,"9.2, 9.3, 9.4",< 200 m
194874,"9.2, 9.3, 9.4, 9.5, 9.9",< 200 m
194875,"9.2, 9.3, 9.4",< 200 m
194876,"NA",unknown
194877,"9.2, 9.3, 9.4",< 200 m
194879,"9.3, 9.4",< 200 m
194881,"9.2, 9.3, 9.7",< 200 m
194882,"9.10, 9.3, 9.4, 9.7",< 200 m
194883,"9.2, 9.3, 9.4, 9.9",< 200 m
194884,"9.3, 9.4, 9.9",< 200 m
194885,"9.10, 9.9",< 200 m
194887,"9.1, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
194889,9.2,< 200 m
194891,"9.2, 9.4",< 200 m
194893,"12.6, 9.2, 9.3, 9.7, 9.9",< 200 m
194894,18,unknown
194895,9.2,< 200 m
194896,12.1,< 20 m
194897,"9.4, 9.5, 9.6",< 200 m
194898,"9.4, 9.5, 9.6",< 200 m
194900,"11.1.1, 11.1.2",deep oceanic
194901,"11.1.1, 11.1.2",deep oceanic
194902,"10.2, 10.3",200 m +
194903,"9.10, 9.4, 9.5, 9.6, 9.7, 9.9",< 200 m
194904,"9.10, 9.3, 9.4, 9.5, 9.6, 9.7, 9.9",< 200 m
194905,9.2,< 200 m
194906,9.2,< 200 m
194907,9.2,< 200 m
194908,9.2,< 200 m
194909,9.2,< 200 m
194910,9.2,< 200 m
194911,9.2,< 200 m
194912,9.2,< 200 m
194913,"NA",unknown
194914,9.2,< 200 m
194960,"12.3, 9.3, 9.4",< 200 m
194967,"9.2, 9.6",< 200 m
194968,"9.4, 9.5, 9.6",< 200 m
194969,"11.1.1, 11.1.2, 9.2, 9.4",200 m +
194971,"9.4, 9.5, 9.6",< 200 m
194973,"9.2, 9.3, 9.4",< 200 m
194974,9.2,< 200 m
194980,"10.1, 10.2",200 m +
194981,10.1,200 m +
194984,"9.10, 9.8.4",< 200 m
194986,"9.10, 9.4, 9.6, 9.9",< 200 m
194989,11.1.2,deep oceanic
194991,"10.1, 9.1, 9.10",200 m +
194992,11.1.2,deep oceanic
194993,11.1.2,deep oceanic
194995,"10.2, 10.3",200 m +
194997,"10.1, 10.2, 10.3",200 m +
194998,"10.1, 10.2",200 m +
195001,10.3,deep oceanic
195003,"9.4, 9.5, 9.6",< 200 m
195021,9.1,< 200 m
195022,9.1,< 200 m
195038,"10.1, 10.2",200 m +
195074,"9.10, 9.4, 9.5, 9.6",< 200 m
195075,"9.4, 9.5, 9.6",< 200 m
195076,"9.10, 9.4, 9.5, 9.6",< 200 m
195080,"9.1, 9.10",< 200 m
195091,"10.1, 10.2, 10.3",200 m +
195093,"11.1.2, 9.5, 9.6",200 m +
195097,"10.1, 12.2, 12.3, 9.10, 9.2, 9.7",200 m +
195098,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
195100,"15.11, 9.7, 9.9",< 200 m
195291,9.2,< 200 m
195292,"9.10, 9.8.2, 9.8.3, 9.8.4",< 200 m
195319,9.10,< 200 m
195320,9.10,< 200 m
195345,"9.2, 9.4, 9.5, 9.6",< 200 m
195409,"10.1, 12.1, 12.4, 9.10, 9.5, 9.9",200 m +
195420,18,unknown
195421,"NA",unknown
195422,"NA",unknown
195423,"10.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
195424,"10.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
195425,"NA",unknown
195426,"9.4, 9.5",< 200 m
195427,11.1.2,deep oceanic
195428,"11.1.1, 11.1.2",deep oceanic
195429,11.1.2,deep oceanic
195430,11.1.2,deep oceanic
195431,"11.1.1, 11.1.2",deep oceanic
195432,11.1.2,deep oceanic
195433,"11.1.2, 11.5",deep oceanic
195434,11.1.2,deep oceanic
195435,"11.2, 11.3, 9.3, 9.5, 9.6",200 m +
195436,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
195437,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
195438,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
195439,9.2,< 200 m
195440,18,unknown
195442,"9.4, 9.5, 9.6, 9.8.5",< 200 m
195443,18,unknown
195444,11.1.2,deep oceanic
195445,"NA",unknown
195446,"9.4, 9.5",< 200 m
195447,"NA",unknown
195448,"11.1.2, 9.6",200 m +
195449,"NA",unknown
195450,"NA",unknown
195451,"NA",unknown
195452,"11.1.1, 11.1.2",deep oceanic
195453,"NA",unknown
195454,"10.1, 10.2, 10.3, 11.1.2",200 m +
195455,"9.4, 9.5, 9.6",< 200 m
195456,"12.7, 9.10, 9.4, 9.5, 9.8.4, 9.8.5",< 200 m
195457,"9.2, 9.4, 9.5",< 200 m
195458,"NA",unknown
195459,"10.1, 10.2, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.6, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",200 m +
195460,"9.4, 9.5, 9.6",< 200 m
195462,"9.4, 9.5, 9.6",< 200 m
195463,"9.2, 9.3, 9.4",< 200 m
195464,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
195465,"11.1.1, 11.1.2",deep oceanic
195466,"11.1.1, 11.1.2, 11.5",deep oceanic
195467,"11.1.1, 11.1.2",deep oceanic
195468,11.1.2,deep oceanic
195469,"NA",unknown
195470,"11.1.1, 11.1.2",deep oceanic
195471,11.1.2,deep oceanic
195472,"NA",unknown
195473,"NA",unknown
195477,11.1.1,deep oceanic
195478,11.1.1,deep oceanic
195479,"NA",unknown
195485,"11.1.1, 11.1.2",deep oceanic
195486,"10.1, 10.2, 10.3, 10.4, 11.1.1, 11.1.2",200 m +
195487,"11.1.1, 11.1.2, 11.5, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7",200 m +
195488,"10.1, 10.2, 10.3, 11.1.1, 11.1.2, 9.1",200 m +
195489,10.1,200 m +
195501,"12.7, 9.10",< 200 m
195503,"10.1, 10.2, 10.3, 12.5, 9.1, 9.10, 9.2, 9.3, 9.4, 9.8.1, 9.8.2, 9.8.4",200 m +
195512,9.10,< 200 m
195513,"9.2, 9.9",< 200 m
195643,9.9,< 200 m
195645,18,unknown
195647,"9.4, 9.5, 9.6",< 200 m
195651,"NA",unknown
195656,"9.4, 9.5, 9.6",< 200 m
195657,"9.4, 9.5, 9.6",< 200 m
195658,9.6,< 200 m
195661,"9.2, 9.6",< 200 m
195672,9.2,< 200 m
195674,9.2,< 200 m
195680,"12.6, 9.2, 9.4",< 200 m
195684,"NA",unknown
195688,9.3,< 200 m
195691,9.2,< 200 m
195694,"12.6, 9.2",< 200 m
195701,9.2,< 200 m
195708,9.2,< 200 m
195731,"12.1, 12.6, 12.7, 9.2",< 200 m
195738,9.2,< 200 m
195744,"9.4, 9.5, 9.6",< 200 m
195748,"9.2, 9.4",< 200 m
195756,12.1,< 20 m
195762,"12.1, 9.2",< 200 m
195771,9.2,< 200 m
195780,"9.10, 9.2",< 200 m
195796,"9.10, 9.2, 9.9",< 200 m
195805,"9.2, 9.9",< 200 m
195810,"12.1, 12.6, 9.2, 9.3",< 200 m
195811,"9.2, 9.9",< 200 m
195812,"9.4, 9.5, 9.6",< 200 m
195813,9.2,< 200 m
195825,9.2,< 200 m
195833,18,unknown
195838,11.1.1,deep oceanic
195839,"NA",unknown
195840,"NA",unknown
195841,"NA",unknown
195843,"NA",unknown
195844,"NA",unknown
195852,"10.2, 10.3",200 m +
195871,12.6,< 20 m
195872,"12.6, 12.7",< 20 m
195873,"NA",unknown
195874,"NA",unknown
195875,"NA",unknown
195877,9.4,< 200 m
195879,18,unknown
195880,"NA",unknown
195881,12.1,< 20 m
195883,"12.7, 9.10",< 200 m
195884,18,unknown
195885,"9.2, 9.4",< 200 m
195886,9.2,< 200 m
196012,"12.7, 9.10, 9.2, 9.4",< 200 m
196013,9.6,< 200 m
196014,9.6,< 200 m
196015,9.5,< 200 m
196016,"11.1.2, 9.6",200 m +
196017,11.1.2,deep oceanic
196018,11.1.2,deep oceanic
196019,"11.1.2, 9.5",200 m +
196020,"11.1.1, 11.1.2",deep oceanic
196021,11.1.2,deep oceanic
196022,11.1.2,deep oceanic
196023,11.1.2,deep oceanic
196024,9.6,< 200 m
196025,"11.1.1, 11.1.2",deep oceanic
196026,"11.1.2, 9.5",200 m +
196027,11.1.2,deep oceanic
196028,"11.1.1, 11.1.2",deep oceanic
196029,11.1.2,deep oceanic
196030,9.5,< 200 m
196031,11.1.1,deep oceanic
196032,"11.1.2, 9.5",200 m +
196033,"11.1.1, 11.1.2, 9.5",200 m +
196034,"11.1.1, 11.1.2",deep oceanic
196035,"11.1.1, 11.1.2",deep oceanic
196036,11.1.2,deep oceanic
196037,"11.1.2, 9.5",200 m +
196038,9.5,< 200 m
196039,"11.1.1, 11.1.2",deep oceanic
196040,"11.1.1, 11.1.2, 9.5",200 m +
196041,9.5,< 200 m
196042,"9.5, 9.6",< 200 m
196043,"11.1.2, 9.4, 9.5",200 m +
196044,"11.1.2, 9.5",200 m +
196045,9.5,< 200 m
196046,"11.1.1, 11.1.2",deep oceanic
196047,11.1.2,deep oceanic
196049,"9.4, 9.5, 9.6",< 200 m
196050,9.5,< 200 m
196051,"11.1.2, 9.5",200 m +
196052,11.1.2,deep oceanic
196053,11.1.2,deep oceanic
196054,"11.1.2, 9.5",200 m +
196055,11.1.2,deep oceanic
196056,11.1.2,deep oceanic
196057,"11.1.2, 9.6",200 m +
196058,"11.1.1, 11.1.2",deep oceanic
196059,11.1.2,deep oceanic
196060,11.1.2,deep oceanic
196061,11.1.2,deep oceanic
196062,"11.1.2, 9.5",200 m +
196063,"11.1.2, 9.5",200 m +
196064,11.1.2,deep oceanic
196065,11.1.2,deep oceanic
196066,"11.1.1, 11.1.2",deep oceanic
196067,"11.1.2, 9.5",200 m +
196068,11.1.2,deep oceanic
196069,11.1.2,deep oceanic
196071,9.5,< 200 m
196072,"11.1.2, 9.5",200 m +
196074,"11.1.2, 9.5",200 m +
196076,"9.5, 9.6",< 200 m
196078,11.1.2,deep oceanic
196079,11.1.2,deep oceanic
196080,"11.1.2, 9.5",200 m +
196081,11.1.2,deep oceanic
196082,9.5,< 200 m
196083,9.5,< 200 m
196084,"11.1.2, 9.5",200 m +
196085,11.1.2,deep oceanic
196086,11.1.2,deep oceanic
196087,"11.1.2, 9.5, 9.6",200 m +
196088,9.5,< 200 m
196090,11.1.2,deep oceanic
196091,11.1.2,deep oceanic
196301,"10.1, 10.2, 9.1",200 m +
196302,"10.1, 10.2, 9.1, 9.10, 9.8.4",200 m +
196305,"12.7, 9.10",< 200 m
196307,"12.7, 9.10",< 200 m
196308,"12.6, 12.7, 9.10",< 200 m
196310,"12.1, 12.6, 12.7, 9.10, 9.8.4, 9.8.6",< 200 m
196312,9.10,< 200 m
196313,"12.7, 9.10",< 200 m
196315,"12.6, 12.7, 9.10",< 200 m
196317,9.10,< 200 m
196318,"9.1, 9.10",< 200 m
196319,"12.7, 9.1, 9.10",< 200 m
196324,9.10,< 200 m
196325,"9.10, 9.5",< 200 m
196327,9.10,< 200 m
196334,"12.7, 9.10, 9.5",< 200 m
196335,"12.1, 12.7, 9.10",< 200 m
196336,12.7,< 20 m
196337,12.7,< 20 m
196338,"12.7, 9.10",< 200 m
196339,"12.7, 9.10",< 200 m
196341,"12.7, 9.10",< 200 m
196342,"9.10, 9.5, 9.6",< 200 m
196343,12.7,< 20 m
196344,"12.7, 9.10",< 200 m
196345,"12.7, 9.10",< 200 m
196347,12.7,< 20 m
196350,"12.4, 12.6, 12.7, 9.10",< 200 m
196351,"12.7, 9.10",< 200 m
196352,12.7,< 20 m
196367,9.10,< 200 m
196371,"12.7, 9.10",< 200 m
196382,9.10,< 200 m
196384,9.10,< 200 m
196385,9.10,< 200 m
196407,"12.4, 12.7, 9.10, 9.6",< 200 m
196408,"12.7, 9.10, 9.9",< 200 m
196409,"12.7, 9.10",< 200 m
196410,"12.7, 9.10",< 200 m
196411,9.10,< 200 m
196412,"12.6, 9.10",< 200 m
196413,"12.7, 9.10",< 200 m
196417,"12.7, 9.1, 9.10, 9.5, 9.6",< 200 m
196421,"9.10, 9.4, 9.5, 9.8.4",< 200 m
196422,"9.10, 9.3",< 200 m
196426,"9.10, 9.5, 9.6",< 200 m
196427,"9.10, 9.4, 9.6",< 200 m
196436,"12.7, 9.10, 9.9",< 200 m
196438,"12.7, 9.10",< 200 m
196440,9.10,< 200 m
196441,9.10,< 200 m
196445,9.10,< 200 m
196447,"12.7, 9.10, 9.2, 9.5",< 200 m
196448,"12.7, 9.10",< 200 m
196450,9.10,< 200 m
196451,"12.7, 9.10",< 200 m
196672,9.2,< 200 m
196673,"9.1, 9.10",< 200 m
196674,"12.2, 9.1, 9.10",< 200 m
196677,"12.4, 12.5, 12.7, 9.10, 9.9",< 200 m
196678,12.5,< 20 m
196679,"12.2, 12.5, 9.10",< 200 m
196681,"11.1.2, 9.4, 9.5, 9.6",200 m +
196683,"9.10, 9.6",< 200 m
196686,"12.4, 9.10, 9.2, 9.9",< 200 m
196687,"12.1, 12.4, 9.2",< 200 m
196688,"12.1, 15.11, 9.2",< 200 m
196689,"9.4, 9.5, 9.6",< 200 m
196690,9.10,< 200 m
196693,"9.10, 9.4, 9.5, 9.6",< 200 m
196694,"9.4, 9.5, 9.6",< 200 m
196695,"9.4, 9.5, 9.6",< 200 m
196696,"11.1.2, 9.4, 9.5, 9.6",200 m +
196806,"12.7, 9.6",< 200 m
196813,"12.2, 12.5, 9.10, 9.9",< 200 m
196814,"9.10, 9.6",< 200 m
196815,"9.10, 9.5, 9.6",< 200 m
196818,9.10,< 200 m
196819,12.7,< 20 m
196820,9.10,< 200 m
197018,9.10,< 200 m
197019,9.10,< 200 m
197031,9.10,< 200 m
197036,"9.10, 9.4, 9.5, 9.9",< 200 m
197037,"10.1, 10.2, 9.10",200 m +
197043,"10.1, 10.2, 9.10, 9.4, 9.5, 9.6",200 m +
197044,"10.1, 10.2, 12.4, 12.7, 9.10, 9.6",200 m +
197047,"9.10, 9.4, 9.5",< 200 m
197048,9.1,< 200 m
197054,"13.1, 9.10",< 200 m
197056,"10.1, 10.2, 9.10",200 m +
197058,"10.1, 10.2",200 m +
197060,18,unknown
197076,9.10,< 200 m
197078,9.10,< 200 m
197079,9.10,< 200 m
197275,"10.1, 9.10",200 m +
197277,10.1,200 m +
197278,"10.1, 9.1, 9.10",200 m +
197279,"9.1, 9.10",< 200 m
197304,"9.1, 9.10, 9.5",< 200 m
197319,"9.1, 9.2, 9.3",< 200 m
197320,12.7,< 20 m
197321,"9.1, 9.3",< 200 m
197322,"9.1, 9.3",< 200 m
197325,10.1,200 m +
197327,"10.1, 9.10",200 m +
197330,9.10,< 200 m
198547,11.1.2,deep oceanic
198550,"12.6, 9.10, 9.3, 9.4, 9.5, 9.6",< 200 m
198551,"9.2, 9.3, 9.4, 9.5",< 200 m
198552,"11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
198553,"9.3, 9.4, 9.5",< 200 m
198554,"12.2, 9.10, 9.4",< 200 m
198555,11.1.2,deep oceanic
198556,"9.4, 9.5",< 200 m
198557,9.3,< 200 m
198558,9.2,< 200 m
198559,11.1.2,deep oceanic
198560,"11.1.1, 11.1.2, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
198561,"9.2, 9.4, 9.9",< 200 m
198562,"10.1, 10.2, 11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
198563,10.2,200 m +
198564,"10.2, 10.3, 11.1.2",200 m +
198565,10.1,200 m +
198566,"10.1, 9.1",200 m +
198568,"10.1, 9.1, 9.10",200 m +
198570,"9.10, 9.4, 9.6, 9.9",< 200 m
198571,"10.1, 10.2, 9.1",200 m +
198573,"10.1, 9.1, 9.10",200 m +
198575,10.1,200 m +
198576,"10.1, 9.1",200 m +
198577,"10.1, 9.1, 9.10",200 m +
198578,11.1.2,deep oceanic
198579,11.5,deep oceanic
198580,"10.1, 9.1",200 m +
198581,"9.1, 9.2",< 200 m
198582,"10.1, 9.1, 9.10",200 m +
198585,"10.1, 10.2, 11.1.2, 9.6",200 m +
